datetime;Total;GHI
2021-01-01 00:00:00+04:00;39;0.0
2021-01-01 00:10:00+04:00;38;0.0
2021-01-01 00:20:00+04:00;35;0.0
2021-01-01 00:30:00+04:00;37;0.0
2021-01-01 00:40:00+04:00;45;0.0
2021-01-01 00:50:00+04:00;34;0.0
2021-01-01 01:00:00+04:00;37;0.0
2021-01-01 01:10:00+04:00;40;0.0
2021-01-01 01:20:00+04:00;39;0.0
2021-01-01 01:30:00+04:00;35;0.0
2021-01-01 01:40:00+04:00;34;0.0
2021-01-01 01:50:00+04:00;45;0.0
2021-01-01 02:00:00+04:00;35;0.0
2021-01-01 02:10:00+04:00;36;0.0
2021-01-01 02:20:00+04:00;40;0.0
2021-01-01 02:30:00+04:00;37;0.0
2021-01-01 02:40:00+04:00;33;0.0
2021-01-01 02:50:00+04:00;34;0.0
2021-01-01 03:00:00+04:00;41;0.0
2021-01-01 03:10:00+04:00;33;0.0
2021-01-01 03:20:00+04:00;36;0.0
2021-01-01 03:30:00+04:00;38;0.0
2021-01-01 03:40:00+04:00;37;0.0
2021-01-01 03:50:00+04:00;35;0.0
2021-01-01 04:00:00+04:00;36;0.0
2021-01-01 04:10:00+04:00;43;0.0
2021-01-01 04:20:00+04:00;36;0.0
2021-01-01 04:30:00+04:00;38;0.0
2021-01-01 04:40:00+04:00;36;0.0
2021-01-01 04:50:00+04:00;42;0.0
2021-01-01 05:00:00+04:00;37;0.0
2021-01-01 05:10:00+04:00;35;0.0
2021-01-01 05:20:00+04:00;42;0.0
2021-01-01 05:30:00+04:00;35;0.9876999999999999
2021-01-01 05:40:00+04:00;37;5.255599999999999
2021-01-01 05:50:00+04:00;36;14.368
2021-01-01 06:00:00+04:00;44;45.238
2021-01-01 06:10:00+04:00;35;74.435
2021-01-01 06:20:00+04:00;36;111.4
2021-01-01 06:30:00+04:00;37;147.24
2021-01-01 06:40:00+04:00;41;187.51
2021-01-01 06:50:00+04:00;37;229.8
2021-01-01 07:00:00+04:00;36;271.3
2021-01-01 07:10:00+04:00;43;309.86
2021-01-01 07:20:00+04:00;34;348.11
2021-01-01 07:30:00+04:00;34;387.55
2021-01-01 07:40:00+04:00;37;425.15
2021-01-01 07:50:00+04:00;40;465.38
2021-01-01 08:00:00+04:00;36;506.28000000000003
2021-01-01 08:10:00+04:00;35;547.17
2021-01-01 08:20:00+04:00;40;587.49
2021-01-01 08:30:00+04:00;35;627.4100000000001
2021-01-01 08:40:00+04:00;34;663.0899999999999
2021-01-01 08:50:00+04:00;41;697.53
2021-01-01 09:00:00+04:00;37;730.25
2021-01-01 09:10:00+04:00;35;763.4
2021-01-01 09:20:00+04:00;41;794.76
2021-01-01 09:30:00+04:00;40;824.8
2021-01-01 09:40:00+04:00;40;852.8
2021-01-01 09:50:00+04:00;37;879.1
2021-01-01 10:00:00+04:00;36;904.4
2021-01-01 10:10:00+04:00;40;927.8
2021-01-01 10:20:00+04:00;36;948.3
2021-01-01 10:30:00+04:00;37;968.8
2021-01-01 10:40:00+04:00;40;990.2
2021-01-01 10:50:00+04:00;36;1009.5
2021-01-01 11:00:00+04:00;37;1026.9
2021-01-01 11:10:00+04:00;43;1042.2
2021-01-01 11:20:00+04:00;37;1056.0
2021-01-01 11:30:00+04:00;40;1067.0
2021-01-01 11:40:00+04:00;38;1078.3
2021-01-01 11:50:00+04:00;39;1086.4
2021-01-01 12:00:00+04:00;38;1088.5
2021-01-01 12:10:00+04:00;39;1090.8
2021-01-01 12:20:00+04:00;39;1089.0
2021-01-01 12:30:00+04:00;36;1085.2
2021-01-01 12:40:00+04:00;39;1085.2
2021-01-01 12:50:00+04:00;36;1080.2
2021-01-01 13:00:00+04:00;40;1069.8
2021-01-01 13:10:00+04:00;39;1060.0
2021-01-01 13:20:00+04:00;35;1047.2
2021-01-01 13:30:00+04:00;40;1033.8
2021-01-01 13:40:00+04:00;42;1021.7
2021-01-01 13:50:00+04:00;37;1001.1
2021-01-01 14:00:00+04:00;36;988.0
2021-01-01 14:10:00+04:00;38;963.3
2021-01-01 14:20:00+04:00;41;945.9
2021-01-01 14:30:00+04:00;37;918.8
2021-01-01 14:40:00+04:00;39;891.7
2021-01-01 14:50:00+04:00;39;861.7
2021-01-01 15:00:00+04:00;38;836.7
2021-01-01 15:10:00+04:00;40;803.4
2021-01-01 15:20:00+04:00;35;769.72
2021-01-01 15:30:00+04:00;44;736.78
2021-01-01 15:40:00+04:00;37;703.9300000000001
2021-01-01 15:50:00+04:00;34;669.9300000000001
2021-01-01 16:00:00+04:00;41;630.62
2021-01-01 16:10:00+04:00;38;592.5899999999999
2021-01-01 16:20:00+04:00;39;553.6800000000001
2021-01-01 16:30:00+04:00;43;513.4
2021-01-01 16:40:00+04:00;36;475.33000000000004
2021-01-01 16:50:00+04:00;40;436.32
2021-01-01 17:00:00+04:00;43;396.99
2021-01-01 17:10:00+04:00;39;357.62
2021-01-01 17:20:00+04:00;36;319.58000000000004
2021-01-01 17:30:00+04:00;44;285.55
2021-01-01 17:40:00+04:00;38;247.49
2021-01-01 17:50:00+04:00;34;209.92
2021-01-01 18:00:00+04:00;38;170.35999999999999
2021-01-01 18:10:00+04:00;39;135.55
2021-01-01 18:20:00+04:00;43;103.85
2021-01-01 18:30:00+04:00;39;72.951
2021-01-01 18:40:00+04:00;36;42.001999999999995
2021-01-01 18:50:00+04:00;43;15.3894
2021-01-01 19:00:00+04:00;38;2.3714
2021-01-01 19:10:00+04:00;37;0.0
2021-01-01 19:20:00+04:00;38;0.0
2021-01-01 19:30:00+04:00;43;0.0
2021-01-01 19:40:00+04:00;39;0.0
2021-01-01 19:50:00+04:00;37;0.0
2021-01-01 20:00:00+04:00;44;0.0
2021-01-01 20:10:00+04:00;37;0.0
2021-01-01 20:20:00+04:00;36;0.0
2021-01-01 20:30:00+04:00;40;0.0
2021-01-01 20:40:00+04:00;42;0.0
2021-01-01 20:50:00+04:00;39;0.0
2021-01-01 21:00:00+04:00;36;0.0
2021-01-01 21:10:00+04:00;44;0.0
2021-01-01 21:20:00+04:00;36;0.0
2021-01-01 21:30:00+04:00;35;0.0
2021-01-01 21:40:00+04:00;37;0.0
2021-01-01 21:50:00+04:00;42;0.0
2021-01-01 22:00:00+04:00;35;0.0
2021-01-01 22:10:00+04:00;35;0.0
2021-01-01 22:20:00+04:00;39;0.0
2021-01-01 22:30:00+04:00;43;0.0
2021-01-01 22:40:00+04:00;35;0.0
2021-01-01 22:50:00+04:00;38;0.0
2021-01-01 23:00:00+04:00;42;0.0
2021-01-01 23:10:00+04:00;35;0.0
2021-01-01 23:20:00+04:00;36;0.0
2021-01-01 23:30:00+04:00;39;0.0
2021-01-01 23:40:00+04:00;42;0.0
2021-01-01 23:50:00+04:00;33;0.0
2021-01-02 00:00:00+04:00;36;0.0
2021-01-02 00:10:00+04:00;43;0.0
2021-01-02 00:20:00+04:00;36;0.0
2021-01-02 00:30:00+04:00;36;0.0
2021-01-02 00:40:00+04:00;41;0.0
2021-01-02 00:50:00+04:00;39;0.0
2021-01-02 01:00:00+04:00;36;0.0
2021-01-02 01:10:00+04:00;37;0.0
2021-01-02 01:20:00+04:00;40;0.0
2021-01-02 01:30:00+04:00;35;0.0
2021-01-02 01:40:00+04:00;35;0.0
2021-01-02 01:50:00+04:00;42;0.0
2021-01-02 02:00:00+04:00;36;0.0
2021-01-02 02:10:00+04:00;35;0.0
2021-01-02 02:20:00+04:00;39;0.0
2021-01-02 02:30:00+04:00;38;0.0
2021-01-02 02:40:00+04:00;34;0.0
2021-01-02 02:50:00+04:00;35;0.0
2021-01-02 03:00:00+04:00;40;0.0
2021-01-02 03:10:00+04:00;36;0.0
2021-01-02 03:20:00+04:00;34;0.0
2021-01-02 03:30:00+04:00;39;0.0
2021-01-02 03:40:00+04:00;38;0.0
2021-01-02 03:50:00+04:00;33;0.0
2021-01-02 04:00:00+04:00;38;0.0
2021-01-02 04:10:00+04:00;40;0.0
2021-01-02 04:20:00+04:00;37;0.0
2021-01-02 04:30:00+04:00;36;0.0
2021-01-02 04:40:00+04:00;35;0.0
2021-01-02 04:50:00+04:00;42;0.0
2021-01-02 05:00:00+04:00;35;0.0
2021-01-02 05:10:00+04:00;35;0.0
2021-01-02 05:20:00+04:00;39;0.0
2021-01-02 05:30:00+04:00;40;0.5004
2021-01-02 05:40:00+04:00;34;5.052200000000001
2021-01-02 05:50:00+04:00;36;17.293
2021-01-02 06:00:00+04:00;44;49.152
2021-01-02 06:10:00+04:00;35;84.27000000000001
2021-01-02 06:20:00+04:00;34;120.77000000000001
2021-01-02 06:30:00+04:00;35;156.3
2021-01-02 06:40:00+04:00;43;193.45999999999998
2021-01-02 06:50:00+04:00;35;234.49
2021-01-02 07:00:00+04:00;33;276.39
2021-01-02 07:10:00+04:00;35;314.90999999999997
2021-01-02 07:20:00+04:00;39;350.90999999999997
2021-01-02 07:30:00+04:00;36;386.84000000000003
2021-01-02 07:40:00+04:00;33;427.23999999999995
2021-01-02 07:50:00+04:00;35;467.14
2021-01-02 08:00:00+04:00;40;511.07
2021-01-02 08:10:00+04:00;35;550.64
2021-01-02 08:20:00+04:00;34;587.86
2021-01-02 08:30:00+04:00;37;624.28
2021-01-02 08:40:00+04:00;42;664.4100000000001
2021-01-02 08:50:00+04:00;35;701.42
2021-01-02 09:00:00+04:00;35;714.25
2021-01-02 09:10:00+04:00;42;547.39
2021-01-02 09:20:00+04:00;34;851.0899999999999
2021-01-02 09:30:00+04:00;35;850.3
2021-01-02 09:40:00+04:00;38;890.2
2021-01-02 09:50:00+04:00;40;947.7
2021-01-02 10:00:00+04:00;40;860.3700000000001
2021-01-02 10:10:00+04:00;33;975.7
2021-01-02 10:20:00+04:00;42;1045.0
2021-01-02 10:30:00+04:00;36;1042.2
2021-01-02 10:40:00+04:00;35;1016.36
2021-01-02 10:50:00+04:00;45;1020.1
2021-01-02 11:00:00+04:00;34;1044.7
2021-01-02 11:10:00+04:00;36;1062.8
2021-01-02 11:20:00+04:00;39;1077.2
2021-01-02 11:30:00+04:00;38;1094.4
2021-01-02 11:40:00+04:00;39;1104.1
2021-01-02 11:50:00+04:00;37;1122.3
2021-01-02 12:00:00+04:00;40;1083.7
2021-01-02 12:10:00+04:00;40;1071.19
2021-01-02 12:20:00+04:00;37;1098.3600000000001
2021-01-02 12:30:00+04:00;38;1089.1
2021-01-02 12:40:00+04:00;37;1108.2
2021-01-02 12:50:00+04:00;41;1103.8
2021-01-02 13:00:00+04:00;38;1104.0
2021-01-02 13:10:00+04:00;36;1182.7
2021-01-02 13:20:00+04:00;41;845.4
2021-01-02 13:30:00+04:00;38;588.4
2021-01-02 13:40:00+04:00;37;714.3399999999999
2021-01-02 13:50:00+04:00;36;1053.9299999999998
2021-01-02 14:00:00+04:00;37;746.77
2021-01-02 14:10:00+04:00;44;1021.55
2021-01-02 14:20:00+04:00;36;988.5
2021-01-02 14:30:00+04:00;37;956.8
2021-01-02 14:40:00+04:00;40;906.5
2021-01-02 14:50:00+04:00;36;875.8
2021-01-02 15:00:00+04:00;40;840.9
2021-01-02 15:10:00+04:00;35;814.7
2021-01-02 15:20:00+04:00;39;783.62
2021-01-02 15:30:00+04:00;38;752.6
2021-01-02 15:40:00+04:00;36;717.62
2021-01-02 15:50:00+04:00;39;682.55
2021-01-02 16:00:00+04:00;37;645.76
2021-01-02 16:10:00+04:00;39;607.45
2021-01-02 16:20:00+04:00;38;569.37
2021-01-02 16:30:00+04:00;35;530.35
2021-01-02 16:40:00+04:00;40;492.59
2021-01-02 16:50:00+04:00;42;449.48999999999995
2021-01-02 17:00:00+04:00;36;407.33000000000004
2021-01-02 17:10:00+04:00;35;369.82
2021-01-02 17:20:00+04:00;43;334.03000000000003
2021-01-02 17:30:00+04:00;35;296.15999999999997
2021-01-02 17:40:00+04:00;33;261.77
2021-01-02 17:50:00+04:00;44;222.24
2021-01-02 18:00:00+04:00;34;184.32
2021-01-02 18:10:00+04:00;35;147.6
2021-01-02 18:20:00+04:00;43;110.62
2021-01-02 18:30:00+04:00;34;73.518
2021-01-02 18:40:00+04:00;37;40.308
2021-01-02 18:50:00+04:00;42;14.2822
2021-01-02 19:00:00+04:00;38;3.1023
2021-01-02 19:10:00+04:00;35;0.0635
2021-01-02 19:20:00+04:00;40;0.0
2021-01-02 19:30:00+04:00;38;0.0
2021-01-02 19:40:00+04:00;35;0.0
2021-01-02 19:50:00+04:00;36;0.0
2021-01-02 20:00:00+04:00;40;0.0
2021-01-02 20:10:00+04:00;36;0.0
2021-01-02 20:20:00+04:00;34;0.0
2021-01-02 20:30:00+04:00;41;0.0
2021-01-02 20:40:00+04:00;36;0.0
2021-01-02 20:50:00+04:00;36;0.0
2021-01-02 21:00:00+04:00;37;0.0
2021-01-02 21:10:00+04:00;40;0.0
2021-01-02 21:20:00+04:00;37;0.0
2021-01-02 21:30:00+04:00;33;0.0
2021-01-02 21:40:00+04:00;42;0.0
2021-01-02 21:50:00+04:00;36;0.0
2021-01-02 22:00:00+04:00;34;0.0
2021-01-02 22:10:00+04:00;38;0.0
2021-01-02 22:20:00+04:00;40;0.0
2021-01-02 22:30:00+04:00;36;0.0
2021-01-02 22:40:00+04:00;34;0.0
2021-01-02 22:50:00+04:00;41;0.0
2021-01-02 23:00:00+04:00;34;0.0
2021-01-02 23:10:00+04:00;35;0.0
2021-01-02 23:20:00+04:00;37;0.0
2021-01-02 23:30:00+04:00;39;0.0
2021-01-02 23:40:00+04:00;34;0.0
2021-01-02 23:50:00+04:00;35;0.0
2021-01-03 00:00:00+04:00;41;0.0
2021-01-03 00:10:00+04:00;34;0.0
2021-01-03 00:20:00+04:00;33;0.0
2021-01-03 00:30:00+04:00;37;0.0
2021-01-03 00:40:00+04:00;41;0.0
2021-01-03 00:50:00+04:00;35;0.0
2021-01-03 01:00:00+04:00;34;0.0
2021-01-03 01:10:00+04:00;35;0.0
2021-01-03 01:20:00+04:00;40;0.0
2021-01-03 01:30:00+04:00;36;0.0
2021-01-03 01:40:00+04:00;36;0.0
2021-01-03 01:50:00+04:00;42;0.0
2021-01-03 02:00:00+04:00;35;0.0
2021-01-03 02:10:00+04:00;33;0.0
2021-01-03 02:20:00+04:00;33;0.0
2021-01-03 02:30:00+04:00;39;0.0
2021-01-03 02:40:00+04:00;32;0.0
2021-01-03 02:50:00+04:00;35;0.0
2021-01-03 03:00:00+04:00;36;0.0
2021-01-03 03:10:00+04:00;39;0.0
2021-01-03 03:20:00+04:00;33;0.0
2021-01-03 03:30:00+04:00;32;0.0
2021-01-03 03:40:00+04:00;39;0.0
2021-01-03 03:50:00+04:00;32;0.0
2021-01-03 04:00:00+04:00;32;0.0
2021-01-03 04:10:00+04:00;33;0.0
2021-01-03 04:20:00+04:00;41;0.0
2021-01-03 04:30:00+04:00;31;0.0
2021-01-03 04:40:00+04:00;33;0.0
2021-01-03 04:50:00+04:00;33;0.0
2021-01-03 05:00:00+04:00;40;0.4288
2021-01-03 05:10:00+04:00;33;0.7715
2021-01-03 05:20:00+04:00;34;0.6834999999999999
2021-01-03 05:30:00+04:00;33;1.7468
2021-01-03 05:40:00+04:00;37;5.1524
2021-01-03 05:50:00+04:00;36;16.238
2021-01-03 06:00:00+04:00;32;41.255
2021-01-03 06:10:00+04:00;35;67.916
2021-01-03 06:20:00+04:00;35;109.42
2021-01-03 06:30:00+04:00;33;145.64000000000001
2021-01-03 06:40:00+04:00;34;184.25
2021-01-03 06:50:00+04:00;37;222.14000000000001
2021-01-03 07:00:00+04:00;37;262.69
2021-01-03 07:10:00+04:00;33;304.2
2021-01-03 07:20:00+04:00;34;346.78000000000003
2021-01-03 07:30:00+04:00;38;370.23
2021-01-03 07:40:00+04:00;32;450.75
2021-01-03 07:50:00+04:00;34;478.01000000000005
2021-01-03 08:00:00+04:00;35;519.67
2021-01-03 08:10:00+04:00;38;551.35
2021-01-03 08:20:00+04:00;33;591.53
2021-01-03 08:30:00+04:00;35;630.7
2021-01-03 08:40:00+04:00;41;666.24
2021-01-03 08:50:00+04:00;32;704.63
2021-01-03 09:00:00+04:00;36;669.77
2021-01-03 09:10:00+04:00;38;819.9
2021-01-03 09:20:00+04:00;34;755.45
2021-01-03 09:30:00+04:00;34;750.11
2021-01-03 09:40:00+04:00;36;915.93
2021-01-03 09:50:00+04:00;38;656.8199999999999
2021-01-03 10:00:00+04:00;33;911.96
2021-01-03 10:10:00+04:00;36;1072.5
2021-01-03 10:20:00+04:00;37;982.9
2021-01-03 10:30:00+04:00;34;975.7
2021-01-03 10:40:00+04:00;36;993.1
2021-01-03 10:50:00+04:00;35;1011.7
2021-01-03 11:00:00+04:00;43;1031.0
2021-01-03 11:10:00+04:00;33;1046.3
2021-01-03 11:20:00+04:00;35;1067.4
2021-01-03 11:30:00+04:00;41;1089.3
2021-01-03 11:40:00+04:00;33;1106.8
2021-01-03 11:50:00+04:00;35;1116.9
2021-01-03 12:00:00+04:00;38;1122.4
2021-01-03 12:10:00+04:00;33;1122.1
2021-01-03 12:20:00+04:00;34;1108.9
2021-01-03 12:30:00+04:00;37;1113.4
2021-01-03 12:40:00+04:00;44;1097.3
2021-01-03 12:50:00+04:00;33;1093.6
2021-01-03 13:00:00+04:00;34;1084.5
2021-01-03 13:10:00+04:00;41;1057.6
2021-01-03 13:20:00+04:00;33;1060.1
2021-01-03 13:30:00+04:00;37;1041.8
2021-01-03 13:40:00+04:00;39;1023.0
2021-01-03 13:50:00+04:00;35;998.4
2021-01-03 14:00:00+04:00;36;990.8
2021-01-03 14:10:00+04:00;36;963.3
2021-01-03 14:20:00+04:00;38;949.0
2021-01-03 14:30:00+04:00;36;921.4
2021-01-03 14:40:00+04:00;34;896.9
2021-01-03 14:50:00+04:00;37;870.9
2021-01-03 15:00:00+04:00;36;842.7
2021-01-03 15:10:00+04:00;39;815.3
2021-01-03 15:20:00+04:00;33;783.9300000000001
2021-01-03 15:30:00+04:00;37;751.21
2021-01-03 15:40:00+04:00;38;718.73
2021-01-03 15:50:00+04:00;34;689.73
2021-01-03 16:00:00+04:00;37;652.87
2021-01-03 16:10:00+04:00;36;612.4
2021-01-03 16:20:00+04:00;37;606.83
2021-01-03 16:30:00+04:00;38;547.64
2021-01-03 16:40:00+04:00;34;488.34
2021-01-03 16:50:00+04:00;39;448.23999999999995
2021-01-03 17:00:00+04:00;34;414.39
2021-01-03 17:10:00+04:00;37;364.89
2021-01-03 17:20:00+04:00;34;296.5
2021-01-03 17:30:00+04:00;36;185.23
2021-01-03 17:40:00+04:00;42;250.45999999999998
2021-01-03 17:50:00+04:00;33;216.6
2021-01-03 18:00:00+04:00;35;179.05
2021-01-03 18:10:00+04:00;43;137.76000000000002
2021-01-03 18:20:00+04:00;34;97.69
2021-01-03 18:30:00+04:00;36;67.189
2021-01-03 18:40:00+04:00;40;30.821000000000005
2021-01-03 18:50:00+04:00;38;13.838999999999999
2021-01-03 19:00:00+04:00;34;4.2482
2021-01-03 19:10:00+04:00;38;0.31179999999999997
2021-01-03 19:20:00+04:00;38;0.0
2021-01-03 19:30:00+04:00;34;0.0
2021-01-03 19:40:00+04:00;36;0.0
2021-01-03 19:50:00+04:00;40;0.0
2021-01-03 20:00:00+04:00;34;0.0
2021-01-03 20:10:00+04:00;35;0.0
2021-01-03 20:20:00+04:00;39;0.0
2021-01-03 20:30:00+04:00;35;0.0
2021-01-03 20:40:00+04:00;33;0.0
2021-01-03 20:50:00+04:00;39;0.0
2021-01-03 21:00:00+04:00;36;0.0
2021-01-03 21:10:00+04:00;34;0.0
2021-01-03 21:20:00+04:00;34;0.0
2021-01-03 21:30:00+04:00;40;0.0
2021-01-03 21:40:00+04:00;36;0.0
2021-01-03 21:50:00+04:00;32;0.0
2021-01-03 22:00:00+04:00;36;0.0
2021-01-03 22:10:00+04:00;39;0.0
2021-01-03 22:20:00+04:00;34;0.0
2021-01-03 22:30:00+04:00;35;0.0
2021-01-03 22:40:00+04:00;38;0.0
2021-01-03 22:50:00+04:00;34;0.0
2021-01-03 23:00:00+04:00;33;0.0
2021-01-03 23:10:00+04:00;33;0.0
2021-01-03 23:20:00+04:00;39;0.0
2021-01-03 23:30:00+04:00;33;0.0
2021-01-03 23:40:00+04:00;36;0.0
2021-01-03 23:50:00+04:00;32;0.0
2021-01-04 00:00:00+04:00;42;0.0
2021-01-04 00:10:00+04:00;33;0.0
2021-01-04 00:20:00+04:00;33;0.0
2021-01-04 00:30:00+04:00;38;0.0
2021-01-04 00:40:00+04:00;33;0.0
2021-01-04 00:50:00+04:00;34;0.0
2021-01-04 01:00:00+04:00;31;0.0
2021-01-04 01:10:00+04:00;40;0.0
2021-01-04 01:20:00+04:00;32;0.0
2021-01-04 01:30:00+04:00;36;0.0
2021-01-04 01:40:00+04:00;32;0.0
2021-01-04 01:50:00+04:00;38;0.0
2021-01-04 02:00:00+04:00;35;0.0
2021-01-04 02:10:00+04:00;33;0.0
2021-01-04 02:20:00+04:00;38;0.0
2021-01-04 02:30:00+04:00;38;0.0
2021-01-04 02:40:00+04:00;33;0.0
2021-01-04 02:50:00+04:00;33;0.0
2021-01-04 03:00:00+04:00;37;0.0
2021-01-04 03:10:00+04:00;36;0.0
2021-01-04 03:20:00+04:00;32;0.0
2021-01-04 03:30:00+04:00;38;0.0
2021-01-04 03:40:00+04:00;41;0.0
2021-01-04 03:50:00+04:00;33;0.0
2021-01-04 04:00:00+04:00;35;0.0
2021-01-04 04:10:00+04:00;35;0.0
2021-01-04 04:20:00+04:00;42;0.0
2021-01-04 04:30:00+04:00;33;0.0
2021-01-04 04:40:00+04:00;34;0.0
2021-01-04 04:50:00+04:00;34;0.0
2021-01-04 05:00:00+04:00;39;0.0
2021-01-04 05:10:00+04:00;37;0.0
2021-01-04 05:20:00+04:00;35;0.0
2021-01-04 05:30:00+04:00;35;0.8638
2021-01-04 05:40:00+04:00;41;6.2302
2021-01-04 05:50:00+04:00;36;16.25
2021-01-04 06:00:00+04:00;36;39.571
2021-01-04 06:10:00+04:00;34;74.96700000000001
2021-01-04 06:20:00+04:00;41;108.63
2021-01-04 06:30:00+04:00;33;147.26
2021-01-04 06:40:00+04:00;34;183.59
2021-01-04 06:50:00+04:00;34;217.48000000000002
2021-01-04 07:00:00+04:00;38;258.65
2021-01-04 07:10:00+04:00;35;298.11
2021-01-04 07:20:00+04:00;31;333.09000000000003
2021-01-04 07:30:00+04:00;38;367.71
2021-01-04 07:40:00+04:00;36;406.54
2021-01-04 07:50:00+04:00;34;448.37
2021-01-04 08:00:00+04:00;32;491.59
2021-01-04 08:10:00+04:00;40;531.04
2021-01-04 08:20:00+04:00;36;570.3199999999999
2021-01-04 08:30:00+04:00;34;608.73
2021-01-04 08:40:00+04:00;39;646.97
2021-01-04 08:50:00+04:00;35;683.95
2021-01-04 09:00:00+04:00;33;722.26
2021-01-04 09:10:00+04:00;36;754.88
2021-01-04 09:20:00+04:00;39;789.63
2021-01-04 09:30:00+04:00;36;820.1
2021-01-04 09:40:00+04:00;40;850.1
2021-01-04 09:50:00+04:00;40;877.5
2021-01-04 10:00:00+04:00;43;902.1
2021-01-04 10:10:00+04:00;40;922.3
2021-01-04 10:20:00+04:00;45;943.1
2021-01-04 10:30:00+04:00;41;966.3
2021-01-04 10:40:00+04:00;39;987.8
2021-01-04 10:50:00+04:00;41;1010.7
2021-01-04 11:00:00+04:00;46;1029.6
2021-01-04 11:10:00+04:00;39;1043.6
2021-01-04 11:20:00+04:00;42;1066.4
2021-01-04 11:30:00+04:00;47;1028.1
2021-01-04 11:40:00+04:00;42;1122.8700000000001
2021-01-04 11:50:00+04:00;41;1012.8399999999999
2021-01-04 12:00:00+04:00;43;1211.4
2021-01-04 12:10:00+04:00;40;950.8399999999999
2021-01-04 12:20:00+04:00;37;1220.0
2021-01-04 12:30:00+04:00;43;1096.4
2021-01-04 12:40:00+04:00;44;1139.6
2021-01-04 12:50:00+04:00;38;1120.1100000000001
2021-01-04 13:00:00+04:00;41;1124.29
2021-01-04 13:10:00+04:00;45;1169.2
2021-01-04 13:20:00+04:00;40;1078.78
2021-01-04 13:30:00+04:00;39;1140.2
2021-01-04 13:40:00+04:00;43;1142.3
2021-01-04 13:50:00+04:00;41;1148.56
2021-01-04 14:00:00+04:00;38;1234.2
2021-01-04 14:10:00+04:00;45;918.4100000000001
2021-01-04 14:20:00+04:00;40;982.6299999999999
2021-01-04 14:30:00+04:00;37;951.46
2021-01-04 14:40:00+04:00;45;1026.1
2021-01-04 14:50:00+04:00;40;1045.2
2021-01-04 15:00:00+04:00;42;983.32
2021-01-04 15:10:00+04:00;45;916.76
2021-01-04 15:20:00+04:00;43;817.61
2021-01-04 15:30:00+04:00;47;583.24
2021-01-04 15:40:00+04:00;44;512.17
2021-01-04 15:50:00+04:00;43;545.96
2021-01-04 16:00:00+04:00;45;617.75
2021-01-04 16:10:00+04:00;43;698.99
2021-01-04 16:20:00+04:00;46;305.88
2021-01-04 16:30:00+04:00;44;449.66
2021-01-04 16:40:00+04:00;49;370.49
2021-01-04 16:50:00+04:00;44;300.46
2021-01-04 17:00:00+04:00;41;260.09000000000003
2021-01-04 17:10:00+04:00;50;241.39000000000001
2021-01-04 17:20:00+04:00;42;198.9
2021-01-04 17:30:00+04:00;41;171.45
2021-01-04 17:40:00+04:00;48;133.76
2021-01-04 17:50:00+04:00;40;98.48
2021-01-04 18:00:00+04:00;43;80.398
2021-01-04 18:10:00+04:00;50;72.88
2021-01-04 18:20:00+04:00;45;56.711
2021-01-04 18:30:00+04:00;42;33.719
2021-01-04 18:40:00+04:00;51;23.558
2021-01-04 18:50:00+04:00;45;15.330000000000002
2021-01-04 19:00:00+04:00;42;6.5361
2021-01-04 19:10:00+04:00;49;2.1175
2021-01-04 19:20:00+04:00;41;0.0
2021-01-04 19:30:00+04:00;44;0.0
2021-01-04 19:40:00+04:00;47;0.0
2021-01-04 19:50:00+04:00;44;0.0
2021-01-04 20:00:00+04:00;46;0.0
2021-01-04 20:10:00+04:00;43;0.0
2021-01-04 20:20:00+04:00;50;0.0
2021-01-04 20:30:00+04:00;43;0.0
2021-01-04 20:40:00+04:00;44;0.0
2021-01-04 20:50:00+04:00;51;0.0
2021-01-04 21:00:00+04:00;41;0.0
2021-01-04 21:10:00+04:00;43;0.0
2021-01-04 21:20:00+04:00;42;0.0
2021-01-04 21:30:00+04:00;47;0.0
2021-01-04 21:40:00+04:00;41;0.0
2021-01-04 21:50:00+04:00;41;0.0
2021-01-04 22:00:00+04:00;50;0.0
2021-01-04 22:10:00+04:00;40;0.0
2021-01-04 22:20:00+04:00;43;0.0
2021-01-04 22:30:00+04:00;43;0.0
2021-01-04 22:40:00+04:00;46;0.0
2021-01-04 22:50:00+04:00;41;0.0
2021-01-04 23:00:00+04:00;40;0.0
2021-01-04 23:10:00+04:00;49;0.0
2021-01-04 23:20:00+04:00;41;0.0
2021-01-04 23:30:00+04:00;42;0.0
2021-01-04 23:40:00+04:00;49;0.0
2021-01-04 23:50:00+04:00;41;0.0
2021-01-05 00:00:00+04:00;44;0.0
2021-01-05 00:10:00+04:00;40;0.0
2021-01-05 00:20:00+04:00;48;0.0
2021-01-05 00:30:00+04:00;41;0.0
2021-01-05 00:40:00+04:00;40;0.0
2021-01-05 00:50:00+04:00;50;0.0
2021-01-05 01:00:00+04:00;39;0.0
2021-01-05 01:10:00+04:00;41;0.0
2021-01-05 01:20:00+04:00;42;0.0
2021-01-05 01:30:00+04:00;43;0.0
2021-01-05 01:40:00+04:00;42;0.0
2021-01-05 01:50:00+04:00;39;0.0
2021-01-05 02:00:00+04:00;48;0.0
2021-01-05 02:10:00+04:00;40;0.0
2021-01-05 02:20:00+04:00;42;0.0
2021-01-05 02:30:00+04:00;40;0.0
2021-01-05 02:40:00+04:00;47;0.0
2021-01-05 02:50:00+04:00;39;0.0
